Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,Director,Hero,Heroine
Pellaina Kothalo,2006,U,Drama            ,    A prosperous couple struggle for dominance.,180,6.2,82,Vamsy,Jagapathi Babu, Priyamani
Anukunnadi Okkati Ayyindhi Okati,2020,A,"Comedy, Crime, Drama            ","    The story of four metropolitan girls who are very close to each other from childhood. A Journalist, a fashion designer working for movies, a software engineer and a home maker are these girls.",122,5.6,82,Srikanth Addala,Dhanya Balakrishna, Komalee Prasad
Grahanam,2004,A,Drama            ,nan,91,8,82,Ram Gopal Verma,Nagesh, Jayanthi
Chinnabaabu,1988,U,Drama            ,nan,168,8.2,82,Kodi Ramakrishna,Akkineni Nageswara Rao, Jayasudha
Karthavyam,1990,A,"Action, Drama            ",    Vyjayanthi (Vijaya Santhi) is an Assistant Superintendent of Police and a sincere cop who strives to confront a corrupt local leader Muddukrishnayya and his son's atrocities. Karthavyam is ...                See full summaryÂ Â»,145,7,82,K. Raghavendra Rao, Vinod Kumar,Vijaya Shanti
Raakshasudu,1986,NA,"Action, Drama            ",    The film opens with a widowed woman giving birth to a baby boy. The landlord does not approve of this and has the baby disposed of. A drunkard finds the baby and keeps him for a couple of ...                See full summaryÂ Â»,113,7.4,82,Kona Venkat,Bellamkonda Sreenivas, Anupama Parameswaran
Neeya,1979,U,"Drama, Fantasy, Musical            ","    After Kamal's friends accidentally kill a female serpent, another female serpent follows them and kills them one-by-one, before disguising herself into a human being to kill Kamal.",137,6.2,83,Srinivasa Reddy,Kamal Haasan, Sripriya
D for Dopidi,2013,NA,"Comedy, Crime            ",nan,0,5.8,81,Siraj Kalla,Varun Sandesh,Melanie Chandra
Mugguru Kodukulu,1988,NA,"Action, Drama            ",nan,153,7.5,81,K. Raghavendra Rao,Chiranjeevi, Bhanupriya
Balachandrudu,1990,U,Drama            ,nan,0,7.4,80,Ravi Raja Pinisetty,Rajendra Prasad, Yamuna
Vinodam,1996,NA,Comedy            ,"    Ashta Lakshmi (Ravali) is the only daughter of Bangaram (Kota Srinivasa Rao), a wealthy miser. She meets four friends who live carefree lives, living in a rented house owned by Chintamani (...                See full summaryÂ Â»",0,7.2,80,S. V. Krishna Reddy,Srikanth, Ravali
Vijay,1989,NA,"Action, Drama            ",nan,150,8,80,B. Vittalacharya,Vijay, Sanghavi
Sri Shirdi Saibaba Mahathyam,1986,U,Drama            ,"    During the Devrajya it was Bhagwan Shri Vishnu who ruled the universe in the form of Bhagwan Shri Ram; then during the Manavraj, where he ruled as Bhagwan Shri Kishan; in the Kalyug (dark ...                See full summaryÂ Â»",0,7.7,80,K. Vasu,Vijayachander, Anjali Devi
Anthuleni Katha,1976,U,"Drama, Family            ",    The story of an elder sister trying to run a family devoid of father and a useless brother.,0,7.7,80,K. Balachander, Rajinikanth,Jaya Prada
Mithai,2019,Not Rated,"Crime, Drama, Romance            ",    The Dude abides but he must help two losers find the thief in a twisted plot of love and fate.,140,4.4,79,Prashant Kumar,Rahul Ramakrishna, Swetaa Varma
Tiger,2015,NA,"Action, Crime, Romance            ","    Tiger, an aggressive young man, can do just about anything for his best friend Vishnu. When Vishnu falls in love with Ganga, the lives of the lovers are in danger. Will Tiger be able to save them?",135,5.7,79,Vishnuvardhan,Sundeep Kishan, Seerat Kapoor
Luv U Alia,2015,UA,"Family, Romance            ",    Can a boy in love win over his beloved's heart and change her views on love and commitment?,130,5.2,79,Indrajit Lankesh,V. Ravichandran, Bhumika Chawla
Brother of Bommali,2014,NA,"Action, Drama            ","    Naresh And Karthika Are Brothers And Sisters Karthika Is A Great Fighter Too,She Fight Well And She Is Well Practised Karate In Her Small Age . After They Two Grown up, Naresh Met A Girl ...                See full summaryÂ Â»",160,5.8,79,Chinni Krishna,Allari Naresh, Karthika Nair
Mr. Pellikodukku,2013,U,"Comedy, Drama            ","    A guy falls in love with a girl, but she doesn't want to marry him.",150,5.2,79,Bapu,Sunil, Isha Chawla
Current,2009,NA,Romance            ,    A college boy (Sushanth) falls in love with Sneha(Sneha Ullal).His trails to convince her to prove his love is the remaining part,0,5.6,79,Surya Kiran,Sushanth, Sneha Ullal
Evadi Gola Vadide,2005,UA,"Comedy, Drama, Romance            ",    A lot of hilarious sequences happen when Veera Shankar runs away to Bangkok inorder to escape his marriage.,150,6.4,79,E. V. V. Satyanarayana,Rajendra Prasad, Sanghavi
Bangaru Bullodu,1993,NA,"Action, Drama, Romance            ","    A fearless boy in the village who questions the wrong doings of his Uncle. He plans to marriage his uncles daughter Rani from his childhood. Meanwhile his another uncle's daughter, a city ...                See full summaryÂ Â»",0,7.3,79,Ravi Raja Pinisetty,Nandamuri Balakrishna, Raveena Tandon
Karma,2010,NA,"Drama, Mystery, Thriller            ","    The words ""Kali-Yuga"" are heard in the language of traditional Indians. The Sanskrit definitions describe it to mean that this is Age of Iron, of machines, of evil. It is said that mankind ...                See full summaryÂ Â»",0,7.1,79,  Adivi Shesh,Srikanth, Ramya Krishnan
Murali Krishnudu,1988,UA,"Comedy, Romance            ","    Murali Krishnudu is a 1988 Indian Telugu film, Directed by Kodi Ramakrishna and Produced by S Gopal Reddy. The film Stars Nagarjuna, Rajani and G.Maruthi Rao in lead roles. The music of the film was composed by K V Mahadevan.",130,8.1,79,   Kodi Ramakrishna,Krishna, Vijaya Nirmala
Varasudu,1993,NA,"Action, Drama            ",nan,158,7,79,   E. V. V. Satyanarayana,Venkatesh, Nagma
Seetha Rama Kalyanam,1961,U,"Drama, Musical            ",    The film depicts the life of Lord Rama from birth to his marriage with Seetha.,182,7.7,79,Jandhyala Subramanya Sastry,Balakrishna, Rajani
Rendu Rella Aaru,1985,U,Comedy            ,nan,0,7.4,79,Jandhyala Subramanya Sastry,Chiranjeevi, Jayaprada
Sampoorna Ramayanam,1972,U,"Drama, Family, Fantasy            ",    This film depicts the complete life of Sri Rama.,190,7.7,79,Bapu,Shoban Babu, Vanisri
Chuttalabbayi,2016,UA,Action            ,"    A loan recovery agent assists a young woman run away from home, without realizing that she is the sister of a police commissioner, who thinks that they are eloping together. What will the future hold in store for them?",135,6.1,78,Bapu,Aadi, Namitha Pramod
Columbus,2015,UA,Comedy            ,"    Ashwin(Sumanth Ashwin) is a college going youth who falls in love with Indu(Mishti). As time passes by, Ashwin leaves all his career goals behind and lives life with only Indu's point of ...                See full summaryÂ Â»",127,6.9,78,Ramesh Kolla,Sumanth Ashwin, Mishti
Raagala 24 Gantallo,2019,UA,Thriller            ,    A happy wife is accused of her husband's suspicious death.,134,5.7,78,Sreenivass Redde, Satyadev Kancharana,Eesha Rebba
Andala Ramudu,2006,NA,Comedy            ,nan,0,5.6,78,Srinivasa Rao Bhimaneni,Akkineni Nageswara Rao, Lakshmi
Brahma Puthrudu,1988,NA,Drama            ,"    Sridevi's mother is devastated after her husband deserts her. In search for her father, Sridevi finds help from Shakthi.",144,7.9,78,Kodi Ramakrishna,Nandamuri Balakrishna, Radhika
Alibaba Aradajanu Dongalu,1994,U,Comedy            ,nan,0,7.1,78,E. V. V. Satyanarayana,Nandamuri Balakrishna, Sharada
Thipparaa Meesam,2019,UA,Romance            ,"    An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive.",152,6.4,77,Krishna Vijay,Sree Vishnu, Nikki Tamboli
Sitaara,1983,U,"Drama, Romance            ","    Sitaara becomes a film star with the help of Devdas who likes her. She had loved Raju who is believed dead. When her past about her brother gets exposed, she is dejected. Devdas learns that Raju is alive and strives to get them reunited.",144,7.6,77,Vamsy, Sarath Babu,Bhanu Priya
Chettaniki Kallu Levu,1981,A,"Action, Drama, Crime            ","    As a young boy, Chiranjeevi sees the murder of his father and sister, but the killers are released because of lack of evidence. This enrages him and he is out to seek revenge in a way not ...                See full summaryÂ Â»",141,7.8,77,Kodanda Rami Reddy A.,Chiranjeevi, Madhavi
Manasuku Nachindhi,2018,NA,Romance            ,"    Nithya (Amyra Dastur) and Suraj (Sundeep Kishen) are best friends who live together in Goa. While Nithya loves nature and finds solace in it, Suraj is an aimless youth, who likes to party. ...                See full summaryÂ Â»",148,6.1,76,Manjula Ghattamaneni,Krishna, Vijaya Nirmala
Om 3D,2013,UA,"Action, Thriller            ","    Arjun shares a deep bond with his father Harishchandra, an influential man with many enemies. As Arjun sets out to thwart the plans of the enemies to kill his father, he learns a shocking truth.",107,5.5,76,Sunil Reddy,Nandamuri Kalyan Ram, Kriti Kharbanda
Action,2013,NA,Comedy            ,"    Bava (Allari Naresh), Ajay (Kick Shyam), Shiva (Vaibhav) and Purush (Raju Sundaram) are thick friends. They grow up together and share everything in life. While Bava is an easy going person...                See full summaryÂ Â»",146,5,76,Anil Sunkara,Prashanth, Anu Aggarwal
Dongala Bandi,2008,NA,Comedy            ,nan,0,6,76,Chandra Sekhar Yeleti,Allari Naresh, Saranya Nag
Sultan,1999,U,Family            ,nan,143,5.7,76,Sarath,Balakrishna, Roja
Love Today,2004,NA,"Drama, Romance            ",nan,0,7.8,76,Suresh Krishna,Vijay, Suvalakshmi
Samanyudu,2006,UA,Action            ,    Chandra is the editor of the newspaper 'Addam'. He has a gang of friends who help him with the operations. Chandra is a victim of home minister Raju who murdered his father. Chandra wants ...                See full summaryÂ Â»,0,7.2,76,Ravi C. Kumar,Srikanth, Mumaith Khan
Sathruvu,1990,NA,"Action, Drama            ","    Shatruvu / Satruvu is the story of Ashok (Venkatesh), a junior lawyer who works for advocate Durga Prasad (Vijay Kumar), a fighter of justice. Durga Prasad gathers evidence against ...                See full summaryÂ Â»",138,7.5,76,Kodi Ramakrishna,Srikanth, Aksha Pardasany
Gandeevam,1994,U,Drama            ,"    The story opens with Chakravarthy (Akkineni Nageswara Rao), a millionaire who has everything in his life. He is a successful businessman and has achieved everything in his life, but he ...                See full summaryÂ Â»",0,6.5,76,Priyadarshan,Balakrishna, Roja Selvamani
Punnami Naagu,1980,U,"Drama, Horror            ","    Naagulu is forced to consume poison since childhood by his father making him immune to the snake bite. On every full moon day , Naagulu searches for a woman and kills her . One day, he ...                See full summaryÂ Â»",130,7.4,76,Kodi Ramakrishna,Chiranjeevi, Radha
Jyothi Lakshmi,2015,NA,Drama            ,    Jyothi Lakshmi revolves around the life of a small time heroine struggling in the film industry and the perspectives of various people who have a low opinion about girls working in the film industry.,135,5.8,75,Puri Jagannadh, Satyadev Kancharana,Charmy Kaur
Avakai Biryani,2008,U,"Family, Romance            ","    Lakshmi, a Brahmin girl who dreams to be an entrepreneur, and, Akbar, a Muslim auto driver who hopes to become a commerce graduate , fall in love. Challenges they overcome that stand in their way to become ONE.",0,6.9,75,Anish Kuruvilla,Kamal Haasan, Sneha
Lorry Driver,1990,NA,"Action, Crime            ","    When a lorry driver helps the cops catch the man responsible for the murder of a bank manager, he unearths a counterfeit money scam. Unfortunately, this does not go down well with the mastermind behind the scheme.",135,7.3,75,B. Gopal,Balakrishna, Vijayashanti
Padaharella Vayasu,1978,U,Drama            ,    Angara satyam is the producer of this movie,140,7.7,75,K. Raghavendra Rao,Sumanth, Priya Gill
Prananiki Pranam,1990,NA,"Action, Drama, Family            ",nan,130,8.2,74,Relangi Narasimha Rao,Arjun Sarja, Juhi Chawla
Akasa Veedhilo,2001,NA,"Drama, Family            ",nan,0,4.9,74,Kodi Ramakrishna,Akkineni Nagarjuna, Juhi Chawla
Totti Gang,2002,NA,Comedy            ,"    Best buddies since childhood. They form a band that does multi purpose jobs like acting as band of boys for marriages, professional catchers of dogs, and cremation service guys.",0,6.7,74,E. V. V. Satyanarayana,Sumanth, Priyamani
Allari,2002,NA,"Comedy, Romance            ",    A coming of age story of triangular romance between a boy and two girls that explores the twin emotions of true love and teenage infatuation in a boy who perpetually finds himself in complicated situations both at home and outside.,0,6.7,73,Ravi Babu,Allari Naresh, Swetha Agarwal
Savitri,2016,NA,"Comedy, Drama, Family            ","    Savitri is a girl who is fascinated with wedding ceremonies. When she gets engaged, she travels to Shirdi and in the train she meets a doctor Rishi, who falls in love with her. Meanwhile, ...                See full summaryÂ Â»",128,5.9,72,Bapu,Nandamuri Taraka Rama Rao, Savitri
Peddinti Alludu,1991,NA,"Comedy, Romance            ",nan,0,8.5,72,Ravi Raja Pinisetty,Nandamuri Balakrishna, Malasri
143,2004,NA,"Action, Romance, Thriller            ","    A man elopes with his childhood sweetheart, but soon fate separates them. The woman finds herself with a Communist guerrilla group and the man lands up at the house of a journalist, both thinking that the other is no more.",143,5.2,72,Puri Jagannadh,Sairam Shankar, Samiksha
Superman,1980,Unrated,"Fantasy, Musical, Sci-Fi            ",    An alien orphan is sent to earth where he becomes a superhero.,135,4.9,72,Kushal Ruia,Nandamuri Balakrishna, Aamani
Abhinandana,1988,NA,"Drama, Romance            ",    She loves someone but marries someone else. All three lives struggle until a solution is found.,130,7.5,72,Ashok Kumar,Chiranjeevi, Radhika Sarathkumar
Justice Chowdhary,1982,U,"Action, Drama            ",    A sincere lawyer R. K. Chowdhary faces a lot of problems from a gangster Papa Rao after winning a case against him.,141,6.9,72,Kodandarami Reddy,N. T. Rama Rao, Sharada
Gharana Bullodu,1995,U,"Comedy, Romance            ",nan,146,6.4,72,K. Raghavendra Rao,Akkineni Nagarjuna, Ramya Krishnan
Intlo Ramayya Veedilo Krishnayya,1982,U,"Comedy, Drama, Romance            ",nan,125,7.6,72,Relangi Narasimha Rao,Chiranjeevi, Divya Bharti
Anna Thamudu,1990,NA,"Action, Drama            ",nan,126,7.5,72,Kodi Ramakrishna,Rajasekhar, Soundarya
Krishnamma Kalipindi Iddarini,2015,NA,"Drama, Romance            ",    This film is the remake of the hit Kannada film - Charminar. This is the journey of love of a young boy. The film shows how love can inspire and aspire to be the best and give the best to ...                See full summaryÂ Â»,0,7.3,71,R. Chandru,Sudheer Babu, Nanditha Raj
Nandhi,2002,UA,"Action, Drama            ","    A murderer, wants an honest peaceful life, go to law college to complete his graduation.",125,7.2,71,Kodi Ramakrishna,Sumanth, Anushka Shetty
Sons of Ram,2012,U,"Animation, Drama, Musical            ","    Surayavanshi Ram of Ayodhya, the greatest warrior king that ever lived, was forced to send his beloved wife Sita into exile, thus leading him and his kingdom to despair and towards an empty...                See full summaryÂ Â»",85,6.5,71,Kushal Ruia,Esha Gupta, Sunidhi Chauhan
Kondapalli Raja,1993,U,"Action, Drama            ",nan,0,6.9,71,Vijaya Nirmala,Venkatesh, Nagma
Bava Nachadu,2001,NA,"Comedy, Drama, Romance            ",    A happy marriage lands in trouble after the wife's sister develops an infatuation with her brother-in-law.,0,3.9,71,Relangi Narasimha Rao,Nagarjuna, Simran Bagga
Seema Simham,2002,NA,"Action, Drama            ",nan,0,5,71,G. Ram Prasad,Nandamuri Balakrishna, Simran Bagga
Sandade Sandadi,2002,NA,"Comedy, Drama            ",nan,0,6.1,71,Muppalaneni Siva,Jagapathi Babu, Raasi
Donga Ramudu,1988,U,Action            ,nan,135,7.5,71,Vijaya Nirmala,Akkineni Nageswara Rao, Savitri
Vetagadu,1979,U,"Action, Drama            ",    Raja and Roja love each other. But Roja's father disagrees their relationship as he misunderstands that Raja's father cheated him. So Raja need to prove his father's innocence.,161,6.9,71,K. Raghavendra Rao,Nandamuri Balakrishna, Latha
Sher,2015,UA,Action            ,    A working-class hero with the heart of a tiger rubs a gangster the wrong way; the two struggle for dominance for the duration of the movie.,109,4.8,70,Mallikarjun,Kalyan Ram, Sonal Chauhan
Kaamannana Makkalu,2008,UA,"Action, Comedy, Drama            ","    Three thieves Kaamanna and his adopted sons Krishna and Rama, decide to mend their ways.",0,6.8,70,Upendra,Vishnuvardhan, Roopa Ganguly
Vinayakudu,2008,U,"Comedy, Romance            ","    Karthik and Kalpana do not get along very well initially but eventually they become friends. When Kalpana breaks off with Rajeev, she gets close to Karthik. But a small misunderstanding ruins all.",133,7.1,70,Sai Kiran Adivi,Krishnudu, Sonia Deepti
Dongaata,1996,NA,Drama            ,    A thief finds an innocent lady in the train who travels from her home town to city to meet her loved one. In the mean while the thief gets closer to the lady to rob her necklace. Later she ...                See full summaryÂ Â»,0,6.9,70,Vamsi Krishna,Manoj Manchu, Rana Daggubati
90 ML,2019,A,"Action, Drama, Romance            ",    Devadas(Kartikeya) an MBA gold medalist falls in love with Suvasana (Neha Solanki) a physiotherapist. How Devadas faced heroine and her family (Who're anti alcoholic) after they get to know...                See full summaryÂ Â»,159,4.9,70,Sekhar Reddy Yerra,Rajasekhar, Soundarya
Ramudu Bheemudu,1964,U,"Comedy, Drama            ",    The story of two look alikes Ramudu and Bheemudu.,167,7.5,70,K. Raghavendra Rao,Nandamuri Taraka Rama Rao, Jamuna
Patel S.I.R,2017,NA,Action            ,"    Subhash Patel(Jagapati Babu) is a retired military officer who leads a happy and pleasant life with his family. Because of some unexpected events in his life, he targets DR's (Kabir Singh) ...                See full summaryÂ Â»",130,5.4,69,Vasu Parimi,Jagapathi Babu, Padma Priya
Nagarahaavu,2016,UA,Fantasy            ,    A woman is reborn as a snake to avenge her own murder.,142,5.5,69,Kodi Ramakrishna,Vishnuvardhan, Aarathi
Selfie Raja,2016,NA,Comedy            ,"    Selfie Raja is a comedy entertainer about a guy, who runs into a host of problems because of his addiction to selfies.",128,5.6,69,G. Eshwar Reddy,Allari Naresh, Sakshi Choudhary
Lovers,2014,NA,Romance            ,"    All efforts to get a partner in life by Siddhu (Sumanth Ashwin) are thwarted by Chitra (Nanditha), who he has never seen. Siddhu falls in love with a girl, who he does not realize is the ...                See full summaryÂ Â»",130,6.6,69,Harinath Chakravarthy,Sumanth Ashwin, Nanditha Raj
Ramudochhadu,1996,U,"Action, Comedy, Drama            ",    A rivalry between two influential families creates a rift between the villagers.,125,6.2,69,A. Kodandarami Reddy,Nandamuri Taraka Rama Rao, Jayasudha
Radha Gopalam,2005,NA,Drama            ,    The clash between husband and wife when they are standing against each other on the same case and how did they survive the ego tiff ?,153,6.3,69,Bapu,Venkatesh, Meena
Donga Mogudu,1987,U,"Action, Comedy            ","    It is a remake of an English movie, Trading Places(1983) directed by John Landis with the lead roles of Eddie Murphy, Dan Aykroyd and Ralph Bellamy.",168,7.3,69,A. Kodandarami Reddy,Chiranjeevi, Bhanupriya
Rangula Raatnam,2018,U,Romance            ,"    Vishnu is a happy go software engineer sharing a very close bond with his mom. She even suggests him to love a girl. With this, as time passes, he falls in love with Keerthi. After this, ...                See full summaryÂ Â»",137,6.2,68,B. N. Reddy,Raj Tarun, Chitra Shukla
Adda,2013,NA,Drama            ,    This story is about a marriage commission agent who fixes and makes arrangements for rejection of marriage according to client. This boy starts loving her client who came to make arrangements for her sister's marriage rejection.,0,6,68,Sai Karthik,Sushanth, Shanvi Srivastava
Kalidasu,2008,NA,"Action, Drama, Romance            ",nan,0,3.7,68,G. Ravicharan Reddy,NTR Jr., Arti Agarwal
Ela Cheppanu,2003,NA,Romance            ,nan,0,6.1,68,B. V. Ramana,Tarun, Shriya Saran
Vishwanatha Nayakudu,1987,U,"Action, Drama, History            ",    The story is based on Indian historical events during the 16th century. It narrates the victory of Viswanatha Nayak on his father to express his devotion towards Srikrishnadevaraya. ...                See full summaryÂ Â»,154,7.7,68,Dasari Narayana Rao,Krishna,Jaya Prada
Sri Madvirat Veera Brahmendra Swamy Charitra,1984,U,"Drama, History, Musical            ",    The story of this film is based on the life of a well known saint and astrologer Pothuluru Veerabrahmendra Swamy.,173,7.7,68,N. T. Rama Rao,N. T. Rama Rao, Rati Agnihotri
Brahma,2014,UA,"Action, Comedy, Drama            ","    Bramha (Upendra) a notorious gangster who is a nightmare for politicians and the police. The Police appoint ACP Shinde to nab Bramha, but Brahma escapes to Malaysia on a secret mission ...                See full summaryÂ Â»",0,5.4,67,Chandrashekar Yeleti,Nandamuri Balakrishna, Radhika Sarathkumar
Madatha Kaaja,2011,UA,Comedy            ,    A comic account of a police informer who comes across two dangerous criminal dons whom he wishes to bring to justice.,141,5.4,67,Seetaramaraju Dantuluri,Allari Naresh, Sneha Ullal
Dollar Dreams,2000,U,Drama            ,    Youngsters decide whether to make careers and settle down in the United States or in their homeland (India).,100,7.9,67,Sekhar Kammula,Sandip Ray, Manubhai Patel
Betting Bangarraju,2010,U,Comedy            ,nan,0,6.3,67,E. V. V. Satyanarayana,Allari Naresh, Nidhi Subbaiah
Athili Sathibabu LKG,2007,UA,Comedy            ,nan,149,5.3,67,E. V. V. Satyanarayana,Jagapathi Babu, Charmy Kaur
Vinara sodara veera kumara,2019,UA,"Drama, Romance            ",    Vinara Sodara Veera Kumara is an unusual story of love and realization. Ramana (Srinivas Sai) falls in love with Sulochana (Priyanka Jain) but their relationship fails to materialize due to...                See full summaryÂ Â»,0,7.6,67,Sateesh Chandra Nadella,Sreenivas Sai, Priyanka Jain
Tenali Ramakrishna,1956,U,"Comedy, Drama            ","    This film is based on a famous Telugu poet "" Tenali Ramakrishna """,204,7.9,67,G. Nageswara Reddy,Sundeep Kishan, Hansika Motwani
Maharshi,1987,U,Romance            ,"    After a college student becomes obsessed with a co-ed, she and her husband attempt to heal him, with dangerous consequences.",132,7.9,67,Vamsy,Raghava, Nishanti
Idi Kathakaadu,1979,U,"Drama, Family            ",nan,0,8.1,67,Kota Shankar Rao,Ravi Babu, Chalaki Chanti
Agni Nakshatram,1989,NA,Drama            ,nan,0,8.5,67,Kodi Ramakrishna,Karthik, Prabhu
Bandipotu,2015,NA,"Comedy, Crime, Drama            ",    A woman with the help of a con man avenges her father's backstabbers.,140,6.2,66,Mohan Krishna Indraganti,Jagapathi Babu, Heera Rajgopal
Onamalu,2012,U,Drama            ,    A Feel Good Heart Touching Movie..Must Watch..!!!!,0,8,66,Kranthi Madhav,Rajendra Prasad, Kalyani
Vaana,2008,U,Romance            ,    The story of a young man who sacrifices his love for the happiness of everyone around him.,0,6.5,66,MS Raju,Vinay Rai, Meera Chopra
Jodi,2019,NA,Romance            ,    Kapil (Aadi Saikumar) falls for Kanchana Mala (Shraddha Srinath) because of her ideals. But what happens when Kapil's father's (Naresh) ideals cause issues for them?,130,6.2,66,Praveen Gandhi,Prashanth, Simran
Madhumasam,2007,U,Romance            ,"    A relationship between two opposites, an overly practical Sanjay and a hopelessly romantic Hamsa",139,6.6,66,Chandra Siddhartha,Sumanth, Sneha
Bhakta Prahlada,1932,U,"Drama, Fantasy            ",    Bhakta Prahlada is the first full length Telugu talkie film based on the story of Narasimha and Prahlada in Hindu mythology.,108,7.1,66,Hunsur Krishnamurthy,S. V. Ranga Rao, Anjali Devi
Team 5,2017,U,"Adventure, Sport            ",    Akhil who is the back bone of his gang participates in racing tournaments all around the city along with his gang mates. Akhil's life takes a dramatic turn when he falls in love with an event manager Irene.,101,4.4,65,Suresh Govind,Sreesanth, Nikki Galrani
Sandhippoma,1998,NA,"Drama, Romance            ","    Two friends, who've known each other for a while, fall in love. But, their relationship is thrown in turmoil when the boy's father is in the news for a secret relationship.",136,8.2,65,Suresh Govind,Sarath Kumar, Devayani
Ice Cream 2,2014,A,"Horror, Thriller            ",    Fate of a short film crew vs burglar crew who just robbed a bank.,87,3.6,65,Ram Gopal Verma,J. D. Chakravarthy, Naveena
Okkadine,2013,NA,"Action, Romance            ",    Shailaja comes in contact with a happy family when she visits her friend's village. Things take turn when she learns that they all died two years back.,133,5.6,65,Srinivas Raga,Nara Rohit, Nithya Menen
Kiccha Huccha,2010,UA,"Drama, Romance            ",nan,139,6,65,Chi Guru Dutt,Sudeep, Ramya
Visakha Express,2008,A,"Action, Crime, Drama            ",    A mentally imbalanced doctor goes on the run from the police after being accused of killing his alcoholic father.,99,5,65,Mullapudi Vara,Allari Naresh, Rajeev Kanakala
Brindavanam,1992,U,"Comedy, Drama            ",    Panakalu (Satyanarayana) betrays Ravi's (Rajendra Prasad) grandparents and fraudulently occupies their house named Brindavanam. Ravi promises his grandmother that he will take back the ...                See full summaryÂ Â»,153,7.4,65,Vamsi Paidipally,N. T. Rama Rao Jr., Kajal Aggarwal
Rudranetra,1989,U,"Action, Crime, Thriller            ",    Agent Nethra is summoned to stop a maniac out to poison India.,126,6.7,65,K. Raghavendra Rao,Chiranjeevi, Radha
Kaali,1980,A,"Action, Drama            ",nan,0,6.3,65,Puri Jagannadh,Vijay Antony, Anjali
Bobbili Puli,1982,A,"Action, Drama            ",    The story of a war-hero who returns to his place only to find the society in a mess and tries to repair it in his own way and ends up getting hanged.,169,7,65,Dasari Narayana Rao,N. T. Rama Rao, Sharada
Manavoori Pandavulu,1978,U,Drama            ,    5 youngsters come together with help of Krishnamraju to oppose their village sarpanch's cruel deeds. A movie made on the lines of Mahabharatham without all the noise and shouting of a ...                See full summaryÂ Â»,152,8.2,65,Bapu,Krishna, Sridevi
Next Nuvve,2017,A,Horror            ,    A hotel business owner (Aadi Sai Kumar) is blackmailed by his partner (Jayaprakash Reddy) to repay his debt in order to save lives of hotel customers.,142,5.8,64,Prabhakar Podakandla,Aadi, Vaibhavi Shandilya
Joru,2014,NA,Comedy            ,"    Friends on a road trip pick up a damsel in distress, only to find themselves pursued by goons who are apparently after said damsel.",140,5.6,64,Kumar Nagendra,Sundeep Kishan, Raashi Khanna
Ko antey koti,2012,NA,"Comedy, Crime, Romance            ",nan,0,6.2,64,Anish Yohan Kuruvilla,Sharwanand, Priya Anand
Kalyan Ram Kathi,2010,UA,"Action, Drama            ","    A football player, who's also a protective brother, unleashes his rage when his sister goes missing and is found married to a person harassing her.",129,6,64,Mallikarjun,Kalyan Ram, Sana Khan
Priyamyna Neeku...,2001,NA,"Drama, Romance            ","    Evocative and eloquent, this touching romantic tale traces the twists and turns in the life of a quiet, introverted young woman, who falls in love with her friend's brother. When her own ...                See full summaryÂ Â»",0,6.8,64,Balasekaran,Tarun, Sneha
Vamsodharakudu,2000,NA,Drama            ,nan,0,6.4,64,Sarath,Srikanth, K. R. Vijaya
Super Police,1994,NA,"Action, Thriller            ",nan,95,5.6,64,K. Murali Mohan Rao,Venkatesh, Karisma Kapoor
Bamma Maata Bangaru Baata,1990,U,"Comedy, Drama            ",    Bamma Maata Bangaru Baata movie is a fun ride where Krishna (Rajendra Prasad) marries Seetha (Gouthami) under unavoidable circumstances leaving his grandparents disappointed. They ask him ...                See full summaryÂ Â»,153,7.2,64,Sarath,Shobhan Babu, Radhika Sarathkumar
Prema Ishq Kaadhal,2013,UA,Drama            ,"    Three youngsters are out in life with no intent of the future, until they meet three lovely ladies. What happens next, changes their perspective of life.",140,6.8,63,Pavan Sadineni,Harshvardhan Rane, Vishnu Priya
Galipatam,2014,A,Drama            ,"    Galipatam is the story of a couple Karthi (Aadi) and Swetha (Erica Fernandes) who are considered as the best couple but actually have their own differences. One thing leads to another, and ...                See full summaryÂ Â»",135,5.7,63,Naveen Gandhi,Aadi, Erica Fernandes
Katha,2009,NA,Drama            ,    Chitra (Genelia) is a loner and she comes to Araku seeking employment as a teacher in a kids school. Krishna (Arun) is an aspiring director. He comes to Araku to do trail shoot and complete...                See full summaryÂ Â»,0,6.5,63,Srinivas Raga, Arun Kumar,Genelia
Peddannayya,1997,NA,Drama            ,nan,146,7.6,63,Sarath,Balakrishna, Roja Selvamani
Lakshmi Kalyanam,2007,NA,"Action, Drama            ",nan,0,5.3,63,Teja,Nandamuri Kalyan Ram, Kajal Aggarwal
Avunanna Kadanna,2005,U,Romance            ,"    Mangaraju is the dreaded landlord of Lanka. He forcibly grabs the lands and farms of farmers in Lanka. In the process, he grabs the land of Ravi's father. Ravi grows up in a nearby village....                See full summaryÂ Â»",0,5.7,63,Teja,Venkatesh, Aarthi Agarwal
Bava Bava Panneeru,1989,U,Comedy            ,"    Kota Srinivasa Rao is a wealthy man, with poor relatives waiting for him to die so that they can get their hands on his money. Kota wants to get married so that he can leave his health to ...                See full summaryÂ Â»",0,7.5,63,Sarath, Rajendra Prasad, Sanghavi
